nome_usuario;id_usuario;cargo;tipo_usuario;sexo;email;status_usuario;quantidade_milhas;area
Juan Gonzalez;564;ANL;comum;Masculino;juan.gonzalez@b4.com.br;1;0;Listados
Judith Ortega;565;GTE;comum;Feminino;judith.ortega@b4.com.br;1;0;Balcao
Luis Estrada;566;OUTROS;comum;Masculino;luis.estrada@b4.com.br;1;0;Balcao
Sammy Hernandez;567;ESP;comum;Masculino;sammy.hernandez@b4.com.br;1;0;B3 Social
Sarah Regalado;568;ANL;comum;Feminino;sarah.regalado@b4.com.br;1;0;Balcao
Joshue Ponderrelli Barron;569;AST;comum;Masculino;joshue.barron@b4.com.br;1;0;Listados
Danielle Trujillo;570;CONS;comum;Feminino;danielle.trujillo@b4.com.br;1;0;Balcao
Jorge Torres Rosas;571;ANL;comum;Masculino;jorge.rosas@b4.com.br;1;0;Listados
Martina Nava;572;ANL;comum;Feminino;martina.nava@b4.com.br;1;0;Listados
Juan Luna;573;OUTROS;comum;Masculino;juan.luna@b4.com.br;1;0;Balcao
Adrian Flores;574;ANL;comum;Masculino;adrian.flores@b4.com.br;1;0;Listados
Salvador Acosta;575;ANL;comum;Masculino;salvador.acosta@b4.com.br;1;0;Listados
Isaac Trujillo;576;AST;comum;Masculino;isaac.trujillo@b4.com.br;1;0;Produtos Analytics
Jaime Cordova;577;ANL;comum;Masculino;jaime.cordova@b4.com.br;1;0;Balcao
Ashley Chase;578;SUPTE;comum;Feminino;ashley.chase@b4.com.br;1;0;Produtos Analytics
Jorge Becerra;579;ANL;comum;Masculino;jorge.becerra@b4.com.br;1;0;Produtos Analytics
Pamela Martinez;580;ANL;comum;Feminino;pamela.martinez@b4.com.br;1;0;Balcao
Julian Munoz;581;SUPTE;comum;Masculino;julian.munoz@b4.com.br;1;0;Produtos Analytics
Brigite Donohoe;582;ANL;comum;Feminino;brigite.donohoe@b4.com.br;1;0;Balcao
Louis Muneton-Davila;583;ANL;comum;Masculino;louis.muneton-davila@b4.com.br;1;0;Listados
Anthony Cadwell;584;ANL;comum;Masculino;anthony.cadwell@b4.com.br;1;0;Balcao
Osbaldo Ramirez;585;ANL;comum;Masculino;osbaldo.ramirez@b4.com.br;1;0;Balcao
Cynthia Chavira;586;ANL;comum;Feminino;cynthia.chavira@b4.com.br;1;0;Produtos Analytics
Omar Daugherty;587;AUDITOR;comum;Masculino;omar.daugherty@b4.com.br;1;0;Listados
Alondra Lopez;588;ANL;comum;Feminino;alondra.lopez@b4.com.br;1;0;Produtos Analytics
Antonio Chavez;589;ANL;comum;Masculino;antonio.chavez@b4.com.br;1;0;Listados
Ariel Bustos Aleman;590;COORD;comum;Feminino;ariel.aleman@b4.com.br;1;0;Balcao
Alfredo Montoya;591;CONS;comum;Masculino;alfredo.montoya@b4.com.br;1;0;Listados
Timothy Gonzales;592;ANL;comum;Masculino;timothy.gonzales@b4.com.br;1;0;Listados
Selestina Encina;593;CONS;comum;Feminino;selestina.encina@b4.com.br;1;0;Balcao
Alondra Garcia;594;ANL;comum;Feminino;alondra.garcia@b4.com.br;1;0;Listados
James Caro;595;ANL;comum;Masculino;james.caro@b4.com.br;1;0;Listados
Erick Anthony;596;GTE;comum;Masculino;erick.anthony@b4.com.br;1;0;Produtos Analytics
Valery Anders;597;COORD;comum;Feminino;valery.anders@b4.com.br;1;0;Balcao
Fermin Garcia;598;ANL;comum;Masculino;fermin.garcia@b4.com.br;1;0;Balcao
Jesus Medina;599;SUPTE;comum;Masculino;jesus.medina@b4.com.br;1;0;Produtos Analytics
Ricki Munoz;600;ANL;comum;Masculino;ricki.munoz@b4.com.br;1;0;Balcao
Christopher Partida;601;ANL;comum;Masculino;christopher.partida@b4.com.br;1;0;B3 Social
Derick Mestas;602;CONS;comum;Masculino;derick.mestas@b4.com.br;1;0;Balcao
Adora Hernandez;603;ANL;comum;Feminino;adora.hernandez@b4.com.br;1;0;Produtos Analytics
Salvador Garcia;604;CONS;comum;Masculino;salvador.garcia@b4.com.br;1;0;Balcao
Carolina Garcia;605;GTE;comum;Feminino;carolina.garcia@b4.com.br;1;0;Produtos Analytics
Guadalupe Espinosa;606;ANL;comum;Feminino;guadalupe.espinosa@b4.com.br;1;0;Listados
Austin Uribe Jr;607;ESP;comum;Masculino;austin.jr@b4.com.br;1;0;Balcao
Jenae Gallegos;608;OUTROS;comum;Feminino;jenae.gallegos@b4.com.br;1;0;Produtos Analytics
Jayme Young;609;GTE;comum;Feminino;jayme.young@b4.com.br;1;0;Listados
Nohemy Montes-Alvarez;610;ANL;comum;Feminino;nohemy.montes-alvarez@b4.com.br;1;0;Listados
Teresa Coombe-Soto;611;SUPTE;comum;Feminino;teresa.coombe-soto@b4.com.br;1;0;B3 Social
Daniel Turney;612;GTE;comum;Masculino;daniel.turney@b4.com.br;1;0;Listados
Joshua Delong;613;OUTROS;comum;Masculino;joshua.delong@b4.com.br;1;0;Listados
Ruben Alire;614;OUTROS;comum;Masculino;ruben.alire@b4.com.br;1;0;Balcao
Jorge Valles;615;CONS;comum;Masculino;jorge.valles@b4.com.br;1;0;B3 Social
Christian Gomez;616;SUPTE;comum;Masculino;christian.gomez@b4.com.br;1;0;Balcao
Diana Trujillo;617;ANL;comum;Feminino;diana.trujillo@b4.com.br;1;0;B3 Social
Cindy Armendariz;618;OUTROS;comum;Feminino;cindy.armendariz@b4.com.br;1;0;B3 Social
Jeanette Ruiz;619;AST;comum;Feminino;jeanette.ruiz@b4.com.br;1;0;Produtos Analytics
Jonathan Garcia;620;GTE;comum;Masculino;jonathan.garcia@b4.com.br;1;0;Listados
Kassandra Cordova;621;OUTROS;comum;Feminino;kassandra.cordova@b4.com.br;1;0;Balcao
Adrina Gallegos;622;ANL;comum;Feminino;adrina.gallegos@b4.com.br;1;0;Produtos Analytics
James Recendes;623;ANL;comum;Masculino;james.recendes@b4.com.br;1;0;Balcao
Lisa Gonzales;624;ANL;comum;Feminino;lisa.gonzales@b4.com.br;1;0;Balcao
Ailed Arellano;625;ANL;comum;Feminino;ailed.arellano@b4.com.br;1;0;Produtos Analytics
Aleece Burgos;626;OUTROS;comum;Feminino;aleece.burgos@b4.com.br;1;0;Balcao
Odalys Cardenas;627;ANL;comum;Feminino;odalys.cardenas@b4.com.br;1;0;Listados
Neyrylynn Deibert;628;ANL;comum;Feminino;neyrylynn.deibert@b4.com.br;1;0;Produtos Analytics
Michael Bueno;629;AUDITOR;comum;Masculino;michael.bueno@b4.com.br;1;0;Balcao
Randy Holguin;630;ANL;comum;Masculino;randy.holguin@b4.com.br;1;0;Listados
Brandon Riley;631;ANL;comum;Masculino;brandon.riley@b4.com.br;1;0;Listados
Erica Trujillo;632;ANL;comum;Feminino;erica.trujillo@b4.com.br;1;0;Produtos Analytics
Erik Isco;633;ANL;comum;Masculino;erik.isco@b4.com.br;1;0;B3 Social
Amber Jaramillo;634;ANL;comum;Feminino;amber.jaramillo@b4.com.br;1;0;Listados
Reyna Debenedittis;635;ANL;comum;Feminino;reyna.debenedittis@b4.com.br;1;0;Balcao
Juan Payan;636;GTE;comum;Masculino;juan.payan@b4.com.br;1;0;Balcao
Angelica Martha-Blanco;637;ANL;comum;Feminino;angelica.martha-blanco@b4.com.br;1;0;Produtos Analytics
Felicia Pinon;638;ANL;comum;Feminino;felicia.pinon@b4.com.br;1;0;Balcao
Glendy Villa;639;ANL;comum;Feminino;glendy.villa@b4.com.br;1;0;Produtos Analytics
Mario Rascon Zamudio;640;ANL;comum;Masculino;mario.zamudio@b4.com.br;1;0;Listados
Nadja Chavez;641;ANL;comum;Feminino;nadja.chavez@b4.com.br;1;0;Listados
Israel Arledge;642;ESP;comum;Masculino;israel.arledge@b4.com.br;1;0;Listados
Aubrey Escalante;643;ANL;comum;Feminino;aubrey.escalante@b4.com.br;1;0;Produtos Analytics
Israel Ruybal;644;OUTROS;comum;Masculino;israel.ruybal@b4.com.br;1;0;Produtos Analytics
Ammi Martinez;645;SUPTE;comum;Masculino;ammi.martinez@b4.com.br;1;0;Produtos Analytics
Jesenia Moreno;646;ANL;comum;Feminino;jesenia.moreno@b4.com.br;1;0;Listados
Maria Bonilla;647;ANL;comum;Feminino;maria.bonilla@b4.com.br;1;0;B3 Social
Ameila Lopez;648;CONS;comum;Feminino;ameila.lopez@b4.com.br;1;0;Listados
Luis Robles;649;GTE;comum;Masculino;luis.robles@b4.com.br;1;0;B3 Social
Shelby Santos-Silva;650;OUTROS;comum;Feminino;shelby.santos-silva@b4.com.br;1;0;Listados
Maria Paz Alvarado;651;COORD;comum;Feminino;maria.alvarado@b4.com.br;1;0;Listados
Alazon Del Hierro;652;ANL;comum;Masculino;alazon.hierro@b4.com.br;1;0;Listados
Stevan Esparza;653;GTE;comum;Masculino;stevan.esparza@b4.com.br;1;0;Listados
Luis Maxwell;654;ANL;comum;Masculino;luis.maxwell@b4.com.br;1;0;Produtos Analytics
Brianna Valenzuela;655;COORD;comum;Feminino;brianna.valenzuela@b4.com.br;1;0;Listados
Alfredo Diaz;656;OUTROS;comum;Masculino;alfredo.diaz@b4.com.br;1;0;Balcao
Johnelle Gomez;657;COORD;comum;Feminino;johnelle.gomez@b4.com.br;1;0;Produtos Analytics
Jesus Ochoa;658;ESP;comum;Masculino;jesus.ochoa@b4.com.br;1;0;Produtos Analytics
Mckayla Coca-Pacheco;659;ANL;comum;Feminino;mckayla.coca-pacheco@b4.com.br;1;0;Listados
Jason Sanchez;660;ANL;comum;Masculino;jason.sanchez@b4.com.br;1;0;Produtos Analytics
Nancy Casarez;661;COORD;comum;Feminino;nancy.casarez@b4.com.br;1;0;Balcao
Jennifer Yescas;662;OUTROS;comum;Feminino;jennifer.yescas@b4.com.br;1;0;Produtos Analytics
Alyssa Handman;663;ANL;comum;Feminino;alyssa.handman@b4.com.br;1;0;Produtos Analytics
Brenda Rivera;664;SUPTE;comum;Feminino;brenda.rivera@b4.com.br;1;0;Listados
Eliezer Ritterholz;665;GTE;comum;Masculino;eliezer.ritterholz@b4.com.br;1;0;Produtos Analytics
Adrian Dominguez;666;ANL;comum;Masculino;adrian.dominguez@b4.com.br;1;0;Produtos Analytics
Perla Mendoza;667;COORD;comum;Feminino;perla.mendoza@b4.com.br;1;0;B3 Social
Briana Lucero;668;GTE;comum;Feminino;briana.lucero@b4.com.br;1;0;Listados
Allen Carrillo;669;COORD;comum;Masculino;allen.carrillo@b4.com.br;1;0;Listados
Steven Martinez;670;ANL;comum;Masculino;steven.martinez@b4.com.br;1;0;Listados
Armando Gardea;671;ANL;comum;Masculino;armando.gardea@b4.com.br;1;0;B3 Social
Anjelica Pascual Marin;672;SUPTE;comum;Feminino;anjelica.marin@b4.com.br;1;0;Listados
Fabian Gonzales;673;GTE;comum;Masculino;fabian.gonzales@b4.com.br;1;0;Listados
Jonathan Valenzuela;674;ANL;comum;Masculino;jonathan.valenzuela@b4.com.br;1;0;Produtos Analytics
Santino Marquez;675;ANL;comum;Masculino;santino.marquez@b4.com.br;1;0;Listados
Richard Baca;676;ANL;comum;Masculino;richard.baca@b4.com.br;1;0;Balcao
Ana Olague;677;GTE;comum;Feminino;ana.olague@b4.com.br;1;0;Balcao
Daniel Carreras;678;ANL;comum;Masculino;daniel.carreras@b4.com.br;1;0;Produtos Analytics
Vanessa Sanchez;679;ESP;comum;Feminino;vanessa.sanchez@b4.com.br;1;0;B3 Social
Lynda Sanchez;680;ANL;comum;Feminino;lynda.sanchez@b4.com.br;1;0;Listados
Gloria Burciaga;681;CONS;comum;Feminino;gloria.burciaga@b4.com.br;1;0;Balcao
Anthony Garcia;682;ANL;comum;Masculino;anthony.garcia@b4.com.br;1;0;Listados
Jesenia Franco Aguilar;683;ANL;comum;Feminino;jesenia.aguilar@b4.com.br;1;0;Balcao
Shawn Camacho;684;GTE;comum;Masculino;shawn.camacho@b4.com.br;1;0;Listados
Yesenia Rodarte-Ochoa;685;ANL;comum;Feminino;yesenia.rodarte-ochoa@b4.com.br;1;0;Listados
Michelle Romero;686;ESTAGIARIO;comum;Feminino;michelle.romero@b4.com.br;1;0;Produtos Analytics
Armando Zapata Alvarado;687;ANL;comum;Masculino;armando.alvarado@b4.com.br;1;0;B3 Social
Matthew Munoz;688;ANL;comum;Masculino;matthew.munoz@b4.com.br;1;0;Balcao
Jose Perez;689;ANL;comum;Masculino;jose.perez@b4.com.br;1;0;Produtos Analytics
Isabella Hernandez;690;ANL;comum;Feminino;isabella.hernandez@b4.com.br;1;0;Balcao
Gabriela Sandoval;691;OUTROS;comum;Feminino;gabriela.sandoval@b4.com.br;1;0;Produtos Analytics
Karen Sandoval;692;ANL;comum;Feminino;karen.sandoval@b4.com.br;1;0;Balcao
Veronica Martinez;693;ANL;comum;Feminino;veronica.martinez@b4.com.br;1;0;Balcao
Dante Mora;694;ANL;comum;Masculino;dante.mora@b4.com.br;1;0;Listados
Erik Hudson;695;SUPTE;comum;Masculino;erik.hudson@b4.com.br;1;0;Listados
Onesimo Montoya Solis;696;GTE;comum;Masculino;onesimo.solis@b4.com.br;1;0;Balcao
Mayra Mora;697;ANL;comum;Feminino;mayra.mora@b4.com.br;1;0;Listados
Jose Medina;698;OUTROS;comum;Masculino;jose.medina@b4.com.br;1;0;Listados
Isaac Lucero;699;CONS;comum;Masculino;isaac.lucero@b4.com.br;1;0;Listados
Cynthia Marroquin Duran;700;COORD;comum;Feminino;cynthia.duran@b4.com.br;1;0;Produtos Analytics
Hailey Barela;701;DIR;comum;Feminino;hailey.barela@b4.com.br;1;0;B3 Social
Jared Rocha;702;GTE;comum;Masculino;jared.rocha@b4.com.br;1;0;B3 Social
Jesse Martinez;703;ESP;comum;Masculino;jesse.martinez@b4.com.br;1;0;B3 Social
Jesse Flores;704;COORD;comum;Masculino;jesse.flores@b4.com.br;1;0;Balcao
Amora Sailas;705;ANL;comum;Feminino;amora.sailas@b4.com.br;1;0;Listados
Garrett Martinez;706;DIR;comum;Masculino;garrett.martinez@b4.com.br;1;0;Listados
Marvin Garcia;707;ANL;comum;Masculino;marvin.garcia@b4.com.br;1;0;Balcao
Jonathan Espinoza;708;ANL;comum;Masculino;jonathan.espinoza@b4.com.br;1;0;Produtos Analytics
Angelo Archuleta;709;ANL;comum;Masculino;angelo.archuleta@b4.com.br;1;0;B3 Social
Melissa Toledo;710;ANL;comum;Feminino;melissa.toledo@b4.com.br;1;0;Listados
Jonah Scheel;711;AST;comum;Masculino;jonah.scheel@b4.com.br;1;0;Balcao
Eluteria Archuleta;712;COORD;comum;Feminino;eluteria.archuleta@b4.com.br;1;0;Listados
Selastina Rios;713;ANL;comum;Feminino;selastina.rios@b4.com.br;1;0;Listados
James Santoyo;714;ANL;comum;Masculino;james.santoyo@b4.com.br;1;0;Listados
James Cedano;715;ANL;comum;Masculino;james.cedano@b4.com.br;1;0;Listados
Francisco Guevara;716;ANL;comum;Masculino;francisco.guevara@b4.com.br;1;0;Balcao
Dionne Apodaca;717;ANL;comum;Feminino;dionne.apodaca@b4.com.br;1;0;Produtos Analytics
Luis Arellano;718;ANL;comum;Masculino;luis.arellano@b4.com.br;1;0;B3 Social
Danny Gonzalez;719;AUDITOR;comum;Masculino;danny.gonzalez@b4.com.br;1;0;Produtos Analytics
Danielle Rodriguez;720;ANL;comum;Feminino;danielle.rodriguez@b4.com.br;1;0;Balcao
Deisy Molina;721;GTE;comum;Feminino;deisy.molina@b4.com.br;1;0;Balcao
Marco Aldaz Holguin;722;ADVOGADO;comum;Masculino;marco.holguin@b4.com.br;1;0;B3 Social
Oscar Gallegos;723;ANL;comum;Masculino;oscar.gallegos@b4.com.br;1;0;Listados
Jezzelin Vasquez;724;ANL;comum;Feminino;jezzelin.vasquez@b4.com.br;1;0;B3 Social
Sarai Garza;725;ANL;comum;Feminino;sarai.garza@b4.com.br;1;0;Listados
Joel Castaneda Garcia;726;AUDITOR;comum;Masculino;joel.garcia@b4.com.br;1;0;Balcao
Aubrey Izaguirre;727;CHEFE;comum;Feminino;aubrey.izaguirre@b4.com.br;1;0;Produtos Analytics
Julio Hernandez De La Torre;728;ESP;comum;Masculino;julio.torre@b4.com.br;1;0;Listados
Victor Sisneros;729;ANL;comum;Masculino;victor.sisneros@b4.com.br;1;0;B3 Social
Deon Martinez;730;ANL;comum;Masculino;deon.martinez@b4.com.br;1;0;Produtos Analytics
Krystal Bernhardt;731;GTE;comum;Feminino;krystal.bernhardt@b4.com.br;1;0;B3 Social
Rodolfo Zavala Andrade;732;ANL;comum;Masculino;rodolfo.andrade@b4.com.br;1;0;Listados
Christian Rivera;733;COORD;comum;Masculino;christian.rivera@b4.com.br;1;0;Listados
Kari Vazquez;734;ANL;comum;Feminino;kari.vazquez@b4.com.br;1;0;Produtos Analytics
Prisilla Edwards;735;ADVOGADO;comum;Feminino;prisilla.edwards@b4.com.br;1;0;Balcao
Jesse Montejo Fuentes;736;ANL;comum;Masculino;jesse.fuentes@b4.com.br;1;0;Produtos Analytics
Aimee Espinoza;737;AUDITOR;comum;Feminino;aimee.espinoza@b4.com.br;1;0;Listados
Erny Rael;738;GTE;comum;Masculino;erny.rael@b4.com.br;1;0;Balcao
Natasha Ward;739;OUTROS;comum;Feminino;natasha.ward@b4.com.br;1;0;Balcao
Jesus Lopez;740;ANL;comum;Masculino;jesus.lopez@b4.com.br;1;0;Balcao
Daniel Polgar;741;ANL;comum;Masculino;daniel.polgar@b4.com.br;1;0;Produtos Analytics
Alexander Whitney;742;GTE;comum;Masculino;alexander.whitney@b4.com.br;1;0;Produtos Analytics
Jasmeen Dena;743;ANL;comum;Feminino;jasmeen.dena@b4.com.br;1;0;Balcao
Lisbeth Terrazas;744;ANL;comum;Feminino;lisbeth.terrazas@b4.com.br;1;0;Listados
Andrea Maldonado;745;OUTROS;comum;Feminino;andrea.maldonado@b4.com.br;1;0;B3 Social
Andrew Cabral-Munoz;746;ANL;comum;Masculino;andrew.cabral-munoz@b4.com.br;1;0;Balcao
Alexis Gilliland;747;GTE;comum;Feminino;alexis.gilliland@b4.com.br;1;0;Produtos Analytics
Gloria Uriarte;748;AUDITOR;comum;Feminino;gloria.uriarte@b4.com.br;1;0;Produtos Analytics
Daniel Jensen;749;GTE;comum;Masculino;daniel.jensen@b4.com.br;1;0;Produtos Analytics
Joseph Sanchez;750;GTE;comum;Masculino;joseph.sanchez@b4.com.br;1;0;Produtos Analytics
Erik Cordova;751;ANL;comum;Masculino;erik.cordova@b4.com.br;1;0;Listados
Daniel Rios-Pacheco;752;ANL;comum;Masculino;daniel.rios-pacheco@b4.com.br;1;0;B3 Social
Kaleb Quezada;753;ANL;comum;Masculino;kaleb.quezada@b4.com.br;1;0;Listados
Abigail Santillan;754;AST;comum;Feminino;abigail.santillan@b4.com.br;1;0;Produtos Analytics
Brielle Trujillo;755;SUPTE;comum;Feminino;brielle.trujillo@b4.com.br;1;0;B3 Social
Carlos Martinez;756;GTE;comum;Masculino;carlos.martinez@b4.com.br;1;0;Balcao
Monica Quezada;757;ANL;comum;Feminino;monica.quezada@b4.com.br;1;0;Balcao
Ricky Munoz;758;SUPTE;comum;Masculino;ricky.munoz@b4.com.br;1;0;Balcao
Jenna Benavidez;759;SUPTE;comum;Feminino;jenna.benavidez@b4.com.br;1;0;Listados
Marco Sanchez;760;ANL;comum;Masculino;marco.sanchez@b4.com.br;1;0;Balcao
Destiny Archuleta;761;ANL;comum;Feminino;destiny.archuleta@b4.com.br;1;0;Produtos Analytics
Jonathan Nevarez;762;ANL;comum;Masculino;jonathan.nevarez@b4.com.br;1;0;Listados
Nora Williams;763;GTE;comum;Feminino;nora.williams@b4.com.br;1;0;Balcao
Karla Hinojosa;764;ANL;comum;Feminino;karla.hinojosa@b4.com.br;1;0;Produtos Analytics
Sara Lovato;765;GTE;comum;Feminino;sara.lovato@b4.com.br;1;0;Listados
Kenedi Villescas Nunez;766;ANL;comum;Feminino;kenedi.nunez@b4.com.br;1;0;Balcao
Efren Holguin Garcia;767;ANL;comum;Masculino;efren.garcia@b4.com.br;1;0;Balcao
Jordan Mora;768;OUTROS;comum;Masculino;jordan.mora@b4.com.br;1;0;Listados
Jonathan Piedra;769;GTE;comum;Masculino;jonathan.piedra@b4.com.br;1;0;Produtos Analytics
Tyler Trujillo;770;ANL;comum;Masculino;tyler.trujillo@b4.com.br;1;0;Produtos Analytics
Steven Silva Alcaraz;771;GTE;comum;Masculino;steven.alcaraz@b4.com.br;1;0;Produtos Analytics
Mateo Rodriguez;772;ANL;comum;Masculino;mateo.rodriguez@b4.com.br;1;0;Listados
Salvador Romero;773;ANL;comum;Masculino;salvador.romero@b4.com.br;1;0;Listados
Joel Marquez-Meraz;774;GTE;comum;Masculino;joel.marquez-meraz@b4.com.br;1;0;Produtos Analytics
Antonio Salazar;775;GTE;comum;Masculino;antonio.salazar@b4.com.br;1;0;Balcao
Ricardo Alvarado;776;ANL;comum;Masculino;ricardo.alvarado@b4.com.br;1;0;Produtos Analytics
Cody Hurtado;777;ANL;comum;Masculino;cody.hurtado@b4.com.br;1;0;Produtos Analytics
Jasmine Lopez;778;CONS;comum;Feminino;jasmine.lopez@b4.com.br;1;0;Balcao
Marissa Barron;779;OUTROS;comum;Feminino;marissa.barron@b4.com.br;1;0;Produtos Analytics
Kimberly Vazquez-Rangel;780;GTE;comum;Feminino;kimberly.vazquez-rangel@b4.com.br;1;0;Balcao
Christian Deuel;781;ANL;comum;Masculino;christian.deuel@b4.com.br;1;0;Balcao
Chad Sanchez Morales;782;ANL;comum;Masculino;chad.morales@b4.com.br;1;0;Listados
Elizabeth Sanchez;783;SUPTE;comum;Feminino;elizabeth.sanchez@b4.com.br;1;0;Listados
Javier Chavez;784;AST;comum;Masculino;javier.chavez@b4.com.br;1;0;B3 Social
Erika Vigil;785;ANL;comum;Feminino;erika.vigil@b4.com.br;1;0;Balcao
Dante Barrera;786;ANL;comum;Masculino;dante.barrera@b4.com.br;1;0;Listados
Gabriel Garcia;787;ANL;comum;Masculino;gabriel.garcia@b4.com.br;1;0;B3 Social
Marivel Martinez;788;ANL;comum;Feminino;marivel.martinez@b4.com.br;1;0;Balcao
Jackson Diaz Galindo;789;ANL;comum;Masculino;jackson.galindo@b4.com.br;1;0;Produtos Analytics
Taylor Yanez;790;TECN;comum;Feminino;taylor.yanez@b4.com.br;1;0;Balcao
Matthew Castillo;791;ANL;comum;Masculino;matthew.castillo@b4.com.br;1;0;Listados
Angelo Chaparro;792;ANL;comum;Masculino;angelo.chaparro@b4.com.br;1;0;Produtos Analytics
Felicia Martinez;793;ANL;comum;Feminino;felicia.martinez@b4.com.br;1;0;Listados
Nina Vigil;794;ANL;comum;Feminino;nina.vigil@b4.com.br;1;0;Balcao
Melissa Valenzuela;795;ANL;comum;Feminino;melissa.valenzuela@b4.com.br;1;0;Produtos Analytics
Arisai Cordova;796;ANL;comum;Feminino;arisai.cordova@b4.com.br;1;0;Produtos Analytics
Daryl Duran;797;ANL;comum;Feminino;daryl.duran@b4.com.br;1;0;Listados
Jose Sandoval;798;ANL;comum;Masculino;jose.sandoval@b4.com.br;1;0;Listados
Roberto Padilla;799;ANL;comum;Masculino;roberto.padilla@b4.com.br;1;0;Balcao
Alejandra Lopez;800;ANL;comum;Feminino;alejandra.lopez@b4.com.br;1;0;Balcao
Shawnathon Jacquez;801;ANL;comum;Masculino;shawnathon.jacquez@b4.com.br;1;0;Listados
Cinthia Archuleta;802;CONS;comum;Feminino;cinthia.archuleta@b4.com.br;1;0;Listados
Paul Martinez;803;ESP;comum;Masculino;paul.martinez@b4.com.br;1;0;Listados
Elliott Galindo-Gutierrez;804;ADVOGADO;comum;Masculino;elliott.galindo-gutierrez@b4.com.br;1;0;Balcao
Nathan Rosales-Marroquin;805;SUPTE;comum;Masculino;nathan.rosales-marroquin@b4.com.br;1;0;Listados
Kierra Troxel;806;SUPTE;comum;Feminino;kierra.troxel@b4.com.br;1;0;Produtos Analytics
Victor Rivas Gutierrez;807;DIR;comum;Masculino;victor.gutierrez@b4.com.br;1;0;Balcao
Adrienne Coronado;808;OUTROS;comum;Feminino;adrienne.coronado@b4.com.br;1;0;Listados
Ailen Blancas;809;ANL;comum;Feminino;ailen.blancas@b4.com.br;1;0;Balcao
Nico Corral-Acosta;810;ANL;comum;Masculino;nico.corral-acosta@b4.com.br;1;0;Listados
Vincent Lopez Tellez;811;ANL;comum;Masculino;vincent.tellez@b4.com.br;1;0;Produtos Analytics
Isabel Otero;812;SUPTE;comum;Feminino;isabel.otero@b4.com.br;1;0;Listados
James Espinoza;813;GTE;comum;Masculino;james.espinoza@b4.com.br;1;0;Listados
Alma Castillo;814;OUTROS;comum;Feminino;alma.castillo@b4.com.br;1;0;Listados
Mary Lu Hernandez;815;ANL;comum;Feminino;mary.hernandez@b4.com.br;1;0;Produtos Analytics
Jesse Bird;816;OUTROS;comum;Masculino;jesse.bird@b4.com.br;1;0;Balcao
Victor Trevizo;817;ESP;comum;Masculino;victor.trevizo@b4.com.br;1;0;Produtos Analytics
Elisa Bustamante;818;SUPTE;comum;Feminino;elisa.bustamante@b4.com.br;1;0;Listados
Lauren Morgan;819;ANL;comum;Feminino;lauren.morgan@b4.com.br;1;0;Produtos Analytics
Kenneth Cisneros;820;VICE;comum;Masculino;kenneth.cisneros@b4.com.br;1;0;Produtos Analytics
Monica Hernandez;821;CONS;comum;Feminino;monica.hernandez@b4.com.br;1;0;Produtos Analytics
Cheyenne Martinez;822;GTE;comum;Feminino;cheyenne.martinez@b4.com.br;1;0;Listados
Monique Benavente;823;ANL;comum;Feminino;monique.benavente@b4.com.br;1;0;Produtos Analytics
Rachel Villanueva;824;OUTROS;comum;Feminino;rachel.villanueva@b4.com.br;1;0;Listados
Peter Martinez;825;ESTAGIARIO;comum;Masculino;peter.martinez@b4.com.br;1;0;Listados
Kanani Garcia;826;ESTAGIARIO;comum;Feminino;kanani.garcia@b4.com.br;1;0;Listados
Fabian Sanchez;827;ANL;comum;Masculino;fabian.sanchez@b4.com.br;1;0;Listados
Karla De La Rosa;828;OUTROS;comum;Feminino;karla.rosa@b4.com.br;1;0;Produtos Analytics
Elvia Caranza;829;GTE;comum;Feminino;elvia.caranza@b4.com.br;1;0;Listados
Steven Soto;830;ANL;comum;Masculino;steven.soto@b4.com.br;1;0;Balcao
Dominic Saucedo-Castorena;831;SUPTE;comum;Masculino;dominic.saucedo-castorena@b4.com.br;1;0;Produtos Analytics
Marina Araujo Castaneda;832;ANL;comum;Feminino;marina.castaneda@b4.com.br;1;0;Listados
Alec Arellano;833;SUPTE;comum;Masculino;alec.arellano@b4.com.br;1;0;Produtos Analytics
Tessa Hernandez;834;AUDITOR;comum;Feminino;tessa.hernandez@b4.com.br;1;0;Balcao
Joseph Fellman;835;AUDITOR;comum;Masculino;joseph.fellman@b4.com.br;1;0;Balcao
Felicia Cisneros;836;ANL;comum;Feminino;felicia.cisneros@b4.com.br;1;0;B3 Social
Lenny Meighan;837;ANL;comum;Masculino;lenny.meighan@b4.com.br;1;0;Listados
Matthew Rocha-Guzman;838;COORD;comum;Masculino;matthew.rocha-guzman@b4.com.br;1;0;Listados
Analinda Maestas;839;ANL;comum;Feminino;analinda.maestas@b4.com.br;1;0;Listados
Alejandro Kaufman;840;OUTROS;comum;Masculino;alejandro.kaufman@b4.com.br;1;0;Balcao
Desmond Hernandez;841;ANL;comum;Masculino;desmond.hernandez@b4.com.br;1;0;Listados
Andres Frazier;842;ANL;comum;Masculino;andres.frazier@b4.com.br;1;0;Listados
Kimberly Villanueva-Olvera;843;ANL;comum;Feminino;kimberly.villanueva-olvera@b4.com.br;1;0;Balcao
Tianna Ortiz;844;SUPTE;comum;Feminino;tianna.ortiz@b4.com.br;1;0;Balcao
Elijah Balderrama;845;GTE;comum;Masculino;elijah.balderrama@b4.com.br;1;0;Balcao
